length,average_word_length,percentage_of_1,percentage_of_0,percentage_of_01,percentage_of_10,frequency_of_1,frequency_of_0,special,code
8,4.38,2.625,1.75,1.0,1.0,4.794520547945206,3.196347031963471,17.48324490641755,True
4,3.0,1.75,1.25,0.5,0.5,2.333333333333333,1.6666666666666665,3.0512499694875005e-06,True
6,4.5,2.0,2.5,1.0,1.1666666666666665,2.666666666666667,3.333333333333333,0.07882492337841743,True
4,5.75,3.0,2.75,1.25,1.0,2.086956521739131,1.9130434782608696,0.0019830324801696753,True
3,3.33,1.6666666666666665,1.6666666666666665,0.0,0.6666666666666666,1.5015015015015014,1.5015015015015014,1.5016666516500002e-06,True
7,4.71,2.142857142857143,2.571428571428571,0.857142857142857,0.9999999999999998,3.184713375796178,3.821656050955414,1.7415476618702377,True
6,3.5,1.9999999999999998,1.5,0.6666666666666666,0.9999999999999999,3.428571428571428,2.571428571428571,0.0005711033276223001,True
5,5.2,2.0,3.1999999999999997,1.0,0.8,1.923076923076923,3.0769230769230766,0.05556013644439864,True
5,3.8,1.7999999999999998,1.9999999999999998,0.6000000000000001,0.6000000000000001,2.3684210526315788,2.631578947368421,0.00029592299704077004,True
4,3.25,1.5,1.75,0.5,0.5,1.8461538461538463,2.153846153846154,9.499999905e-06,True
4,2.75,1.75,1.0,0.75,0.75,2.5454545454545454,1.4545454545454546,8.2499999175e-07,True
4,3.75,1.5,2.25,0.75,0.75,1.6,2.4,2.4836249751637503e-05,True
4,3.75,0.75,3.0,0.75,0.5,0.8,3.2,3.06737496932625e-05,True
5,4.2,2.5999999999999996,1.6,1.2000000000000002,0.8,3.095238095238095,1.9047619047619047,0.0005761449942385501,True
4,2.5,1.5,1.0,0.25,0.75,2.4,1.6,8.212499917875001e-07,True
4,6.5,2.0,4.5,1.5,1.0,1.2307692307692308,2.7692307692307696,0.07857522796424772,True
4,5.0,2.25,2.75,1.0,1.25,1.7999999999999998,2.2,0.0010363949896360501,True
3,5.0,2.6666666666666665,2.333333333333333,1.0,0.6666666666666666,1.6,1.4,2.8766666379000004e-05,True
5,2.8,0.6000000000000001,2.2,0.2,0.2,1.0714285714285714,3.928571428571429,7.614999923850001e-06,True
4,3.25,2.0,1.25,0.75,0.75,2.4615384615384617,1.5384615384615385,1.5412499845875002e-06,True
3,3.0,1.6666666666666665,1.3333333333333333,0.3333333333333333,0.0,1.6666666666666665,1.3333333333333333,4.8333332850000004e-08,True
3,4.67,2.0,2.6666666666666665,0.6666666666666666,0.6666666666666666,1.2847965738758031,1.7130620985010707,1.886499981135e-05,True
5,3.8,1.8,1.9999999999999998,0.6000000000000001,0.0,2.3684210526315788,2.631578947368421,0.00047430499525695003,True
4,4.75,2.25,2.5,1.5,1.75,1.894736842105263,2.1052631578947367,0.00039634624603653755,True
3,4.67,2.333333333333333,2.3333333333333335,1.6666666666666665,1.3333333333333333,1.498929336188437,1.4989293361884368,9.536666571300001e-06,True
3,1.67,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.7964071856287427,1.1976047904191618,1.4999999850000003e-08,True
6,4.67,2.333333333333333,2.333333333333333,1.3333333333333333,1.0,2.997858672376874,2.9978586723768736,0.010353844063128226,True
7,3.43,2.142857142857143,1.2857142857142856,0.2857142857142857,0.857142857142857,4.373177842565597,2.6239067055393583,0.010633877036518373,True
9,4.44,2.111111111111111,2.3333333333333335,0.7777777777777779,0.6666666666666667,4.279279279279279,4.729729729729729,594.7626730951511,True
4,4.5,1.5,3.0,0.5,0.75,1.3333333333333335,2.6666666666666665,7.805624921943751e-05,True
4,4.75,2.5,2.25,0.75,0.5,2.1052631578947367,1.894736842105263,3.93687496063125e-05,True
6,3.83,1.4999999999999998,2.3333333333333335,0.8333333333333333,0.5,2.3498694516971277,3.655352480417754,0.004402132455978675,True
6,4.5,2.3333333333333335,2.1666666666666665,0.8333333333333333,0.6666666666666666,3.111111111111111,2.888888888888889,0.013496617365033827,True
4,4.25,1.5,2.75,0.75,1.0,1.4117647058823528,2.588235294117647,0.00016293249837067501,True
6,4.83,1.6666666666666665,3.1666666666666665,1.0,1.0,2.070393374741201,3.9337474120082816,0.38957700110423,True
5,4.6,2.2,2.4,1.2000000000000002,1.4,2.391304347826087,2.608695652173913,0.004373908956260911,True
3,4.67,3.0,1.6666666666666665,1.0,0.6666666666666666,1.9271948608137044,1.0706638115631693,1.3416666532500001e-06,True
5,5.2,2.4000000000000004,2.8,1.2,1.0,2.3076923076923075,2.6923076923076925,0.007297140927028591,True
9,4.22,1.8888888888888893,2.333333333333333,1.0,0.8888888888888888,4.028436018957346,4.976303317535545,44.47037842807399,True
5,5.0,2.4000000000000004,2.6000000000000005,1.5999999999999999,1.6,2.4000000000000004,2.6000000000000005,0.01017994489820055,True
5,3.6,2.1999999999999997,1.4,1.0,0.8,3.0555555555555554,1.9444444444444444,0.00021416399785836003,True
4,4.5,2.0,2.5,1.0,0.75,1.7777777777777777,2.2222222222222223,0.0001396187486038125,True
5,5.0,3.4000000000000004,1.6,0.6000000000000001,1.2,3.4000000000000004,1.6,0.01940231180597688,True
4,4.0,1.5,2.5,1.0,0.75,1.5,2.5,2.8126249718737504e-05,True
3,5.33,3.666666666666666,1.6666666666666665,1.3333333333333333,0.6666666666666666,2.0637898686679175,0.9380863039399625,2.7578333057550004e-05,True
3,4.33,2.0,2.3333333333333335,0.3333333333333333,0.6666666666666666,1.3856812933025404,1.6166281755196306,1.2694999873050001e-05,True
3,2.33,0.3333333333333333,1.9999999999999998,0.3333333333333333,0.0,0.4291845493562232,2.5751072961373387,1.0499999895000001e-07,True
6,4.83,3.333333333333333,1.5,0.9999999999999999,1.1666666666666665,4.140786749482401,1.8633540372670807,0.24002773759972262,True
5,6.2,4.0,2.2,1.2,1.2000000000000002,3.2258064516129035,1.7741935483870965,0.6723346432766536,True
3,3.0,1.6666666666666665,1.3333333333333333,1.0,1.0,1.6666666666666665,1.3333333333333333,2.766666639e-07,True
3,4.33,1.6666666666666665,2.6666666666666665,1.3333333333333333,1.0,1.1547344110854503,1.8475750577367205,9.32166657345e-06,True
5,4.0,2.2,1.8,0.6000000000000001,1.0,2.75,2.25,0.0005784719942152801,True
3,4.33,2.6666666666666665,1.6666666666666665,0.3333333333333333,0.6666666666666666,1.8475750577367205,1.1547344110854503,7.166666595e-06,True
6,4.67,2.0,2.6666666666666665,1.1666666666666667,1.0,2.569593147751606,3.4261241970021414,0.14468089021985778,True
7,4.71,3.1428571428571423,1.5714285714285712,0.42857142857142855,0.857142857142857,4.670912951167728,2.335456475583864,1.6088194467689483,True
6,4.83,2.333333333333333,2.5,0.5,0.9999999999999999,2.898550724637681,3.1055900621118013,0.20260377130729562,True
4,3.5,2.0,1.5,0.75,0.25,2.2857142857142856,1.714285714285714,2.2837499771625e-06,True
3,4.0,2.3333333333333335,1.6666666666666667,0.3333333333333333,0.3333333333333333,1.75,1.25,4.2133332912e-06,True
4,5.75,2.5,3.25,1.25,1.5,1.7391304347826084,2.2608695652173916,0.003674806213251938,True
4,4.75,2.75,2.0,1.0,1.0,2.3157894736842106,1.6842105263157894,2.4036249759637503e-05,True
3,4.33,1.9999999999999998,2.3333333333333335,1.6666666666666665,1.0,1.3856812933025404,1.6166281755196306,1.134166655325e-05,True
8,5.62,3.625,2.0,1.125,1.0,5.160142348754449,2.8469750889679717,8531.047380641401,True
4,3.75,1.25,2.5,0.5,0.75,1.3333333333333335,2.666666666666667,2.3838749761612504e-05,True
3,6.0,4.333333333333333,1.6666666666666665,0.6666666666666666,1.0,2.1666666666666665,0.8333333333333333,0.0001665066650016,True
3,3.33,1.3333333333333333,2.0,0.6666666666666666,0.3333333333333333,1.2012012012012012,1.8018018018018016,8.333333250000001e-07,True
7,4.86,3.0,1.857142857142857,0.5714285714285714,0.857142857142857,4.320987654320988,2.6748971193415634,6.618938356667759,True
10,4.9,2.6,2.3000000000000003,0.8999999999999999,0.9999999999999999,5.3061224489795915,4.693877551020407,209687.3886522061,True
7,3.86,1.4285714285714284,2.4285714285714284,0.42857142857142855,0.5714285714285714,2.590673575129534,4.404145077720208,0.09491912190795164,True
6,5.0,2.5,2.4999999999999996,0.8333333333333333,1.1666666666666665,3.0000000000000004,3.0,0.5972726448606069,True
3,4.0,3.3333333333333335,0.6666666666666666,0.3333333333333333,0.3333333333333333,2.5,0.5,3.5199999648000002e-06,True
3,2.67,2.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,2.247191011235955,0.7490636704119851,8.33333325e-09,True
6,3.5,1.3333333333333333,2.1666666666666665,0.8333333333333333,0.3333333333333333,2.2857142857142856,3.714285714285714,0.00016318416503482503,True
5,5.4,2.6,2.8000000000000003,1.2000000000000002,1.0,2.407407407407407,2.592592592592592,0.13032100369678995,True
4,4.5,2.0,2.5,1.0,0.75,1.7777777777777777,2.2222222222222223,0.00019900999800990003,True
8,3.75,2.375,1.375,0.75,1.0,5.066666666666666,2.933333333333333,0.4093267759067322,True
4,5.0,2.75,2.25,1.75,1.5,2.2,1.8000000000000003,0.0010870662391293377,True
3,4.0,1.6666666666666665,2.3333333333333335,1.3333333333333333,1.0,1.25,1.75,4.14166662525e-06,True
4,6.0,3.0,3.0,0.75,0.75,2.0,2.0,0.018189349818106503,True
4,4.0,2.0,2.0,1.0,1.0,2.0,2.0,2.8387499716125004e-05,True
4,5.0,2.5,2.5,1.0,1.0,2.0,2.0,0.00040390999596090005,True
5,4.0,1.2,2.8000000000000003,0.6000000000000001,0.6000000000000001,1.5,3.5,0.00042187699578123005,True
7,4.43,1.9999999999999996,2.4285714285714284,0.8571428571428571,0.9999999999999998,3.160270880361174,3.8374717832957113,1.0778943056496284,True
3,5.67,3.666666666666667,1.9999999999999998,1.0,1.3333333333333333,1.9400352733686068,1.0582010582010581,0.0001527533318058,True
6,3.67,2.0,1.6666666666666667,0.6666666666666666,0.9999999999999999,3.2697547683923704,2.7247956403269757,0.0019975874800241254,True
4,4.5,1.25,3.25,0.5,0.75,1.1111111111111112,2.888888888888889,0.00020279874797201253,True
6,4.83,2.333333333333333,2.4999999999999996,0.8333333333333333,0.8333333333333333,2.898550724637681,3.105590062111801,0.26994863396718033,True
5,5.6,3.0,2.6,1.2000000000000002,0.8,2.678571428571429,2.3214285714285716,0.07363966326360337,True
3,3.67,1.6666666666666665,1.9999999999999998,0.3333333333333333,0.6666666666666666,1.3623978201634879,1.6348773841961854,1.8783333145500001e-06,True
4,4.75,2.0,2.75,1.25,1.0,1.6842105263157894,2.3157894736842106,0.0003134662468653375,True
5,4.2,2.2,1.9999999999999998,0.8,0.6000000000000001,2.619047619047619,2.380952380952381,9.001999909980001e-05,True
4,4.5,1.75,2.75,1.0,1.0,1.5555555555555554,2.4444444444444446,0.00023996499760035002,True
9,5.11,3.1111111111111116,2.0000000000000004,1.0,0.8888888888888888,5.47945205479452,3.5225048923679063,11664.336228994416,True
5,4.4,2.0,2.4000000000000004,0.6000000000000001,0.8,2.2727272727272725,2.727272727272727,0.0035327039646729603,True
3,2.67,1.6666666666666665,1.0,1.0,0.3333333333333333,1.8726591760299627,1.1235955056179776,6.833333265e-08,True
3,2.67,1.6666666666666665,1.0,0.3333333333333333,0.3333333333333333,1.8726591760299627,1.1235955056179776,2.5333333080000003e-07,True
7,4.43,2.2857142857142856,2.1428571428571423,0.857142857142857,0.7142857142857142,3.6117381489841986,3.3860045146726865,0.7440360254167826,True
4,3.0,1.25,1.75,0.75,0.25,1.6666666666666665,2.333333333333333,1.0762499892375001e-06,True
6,6.17,2.833333333333333,3.333333333333333,1.3333333333333333,1.5,2.7552674230145873,3.241491085899514,68.53425343215747,True
5,4.8,2.8,2.0,1.0,1.0,2.9166666666666665,2.0833333333333335,0.0017370809826291903,True
3,4.67,2.0,2.6666666666666665,1.3333333333333333,1.3333333333333333,1.284796573875803,1.7130620985010707,1.8298333150350002e-05,True
6,4.5,2.1666666666666665,2.333333333333333,0.6666666666666666,1.1666666666666665,2.888888888888889,3.111111111111111,0.018691050646422826,True
5,3.4,2.2,1.2,0.8,0.6000000000000001,3.235294117647059,1.7647058823529413,3.955299960447e-05,True
4,5.0,2.5,2.5,0.5,1.0,2.0,2.0,0.00028449749715502503,True
6,4.17,2.4999999999999996,1.6666666666666667,1.1666666666666667,0.6666666666666666,3.597122302158273,2.398081534772182,0.0013282908200504251,True
3,4.67,1.9999999999999998,2.6666666666666665,1.0,1.0,1.2847965738758031,1.7130620985010707,4.849999951500001e-06,True
3,5.67,3.333333333333333,2.3333333333333335,0.3333333333333333,1.0,1.763668430335097,1.2345679012345678,0.0001921866647448,True
4,2.0,0.5,1.5,0.25,0.0,1.0,3.0,1.5624999843750001e-07,True
4,5.5,3.5,2.0,1.0,1.0,2.5454545454545454,1.4545454545454546,0.0008291999917080001,True
5,4.0,2.4000000000000004,1.5999999999999999,0.8,0.8,3.0,2.0,0.00031285699687143005,True
8,4.75,1.875,2.875,0.875,0.75,3.1578947368421053,4.842105263157894,155.42964770070353,True
4,3.75,1.5,2.25,1.25,0.75,1.6,2.4,2.76362497236375e-05,True
3,3.33,1.3333333333333333,1.9999999999999998,0.6666666666666666,0.6666666666666666,1.2012012012012012,1.8018018018018016,1.40833331925e-06,True
5,3.8,1.9999999999999998,1.7999999999999998,0.6000000000000001,1.0,2.631578947368421,2.3684210526315788,0.00030231199697688005,True
5,5.6,2.6,3.0,1.2,1.6,2.3214285714285716,2.678571428571429,0.15064621449353785,True
7,4.0,1.9999999999999998,2.0,0.5714285714285714,0.7142857142857142,3.5,3.5,0.1650524383494756,True
3,4.0,2.0,2.0,1.0,1.3333333333333333,1.5,1.5,1.1433333219e-06,True
6,4.5,2.1666666666666665,2.333333333333333,1.1666666666666665,0.9999999999999999,2.8888888888888893,3.1111111111111116,0.08244913667550863,True
3,4.33,2.0,2.333333333333333,1.3333333333333333,1.0,1.3856812933025404,1.6166281755196303,1.0948333223850002e-05,True
6,5.17,2.3333333333333335,2.8333333333333335,1.1666666666666665,0.9999999999999999,2.7079303675048356,3.2882011605415866,1.1673366066599673,True
3,3.67,2.0,1.6666666666666665,1.0,0.3333333333333333,1.6348773841961854,1.3623978201634879,6.716666599500001e-07,True
3,6.67,2.333333333333333,4.333333333333334,1.3333333333333333,1.0,1.0494752623688157,1.9490254872563717,0.00019110833142225002,True
5,4.8,3.4000000000000004,1.4,1.0,1.0,3.541666666666667,1.4583333333333333,0.005456129945438701,True
6,5.5,2.333333333333333,3.166666666666667,0.9999999999999999,0.9999999999999999,2.5454545454545454,3.4545454545454546,6.011604431550622,True
5,3.8,2.2,1.5999999999999999,0.4,0.8,2.894736842105263,2.1052631578947367,0.00036491199635088005,True
4,5.25,2.25,3.0,1.0,1.25,1.7142857142857142,2.2857142857142856,0.0013855762361442375,True
4,4.75,2.75,2.0,1.25,1.75,2.3157894736842106,1.6842105263157894,0.00045716999542830006,True
7,3.86,2.1428571428571423,1.714285714285714,0.7142857142857142,0.857142857142857,3.886010362694301,3.108808290155441,0.06989933930100661,True
3,3.0,2.0,1.0,0.3333333333333333,0.3333333333333333,2.0,1.0,4.1666666250000005e-08,True
4,3.75,2.5,1.25,0.75,0.5,2.666666666666667,1.3333333333333335,2.2512499774875e-06,True
4,4.5,2.5,2.0,0.75,0.5,2.2222222222222223,1.7777777777777777,0.00019660124803398752,True
6,4.0,1.9999999999999998,2.0,0.6666666666666666,1.3333333333333333,3.0,3.0,0.011435909885640902,True
4,2.5,1.5,1.0,0.0,0.5,2.4000000000000004,1.6,1.0374999896250001e-07,True
4,4.0,2.75,1.25,0.75,0.25,2.75,1.25,5.152749948472501e-05,True
5,3.6,1.8000000000000003,1.7999999999999998,1.0,0.6000000000000001,2.5,2.5,8.053099919469e-05,True
3,4.33,2.0,2.3333333333333335,0.6666666666666666,1.3333333333333333,1.3856812933025404,1.6166281755196306,8.939999910600002e-06,True
3,6.0,2.6666666666666665,3.333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666665,0.00032343166343235,True
3,4.0,2.3333333333333335,1.6666666666666665,1.0,1.0,1.75,1.25,4.74833328585e-06,True
5,3.4,2.4,1.0,0.6000000000000001,0.4,3.5294117647058822,1.4705882352941178,6.624199933758e-05,True
3,4.33,2.6666666666666665,1.6666666666666665,1.6666666666666665,0.6666666666666666,1.8475750577367205,1.1547344110854503,1.13499998865e-06,True
5,4.0,2.0,2.0000000000000004,0.8,0.8,2.5,2.5,0.00064260099357399,True
4,4.5,2.5,2.0,1.0,0.75,2.2222222222222223,1.7777777777777777,0.0001302812486971875,True
3,4.33,2.6666666666666665,1.6666666666666665,1.0,0.3333333333333333,1.8475750577367205,1.1547344110854503,2.0866666458e-06,True
4,3.25,2.5,0.75,0.5,0.25,3.0769230769230766,0.9230769230769231,8.624999913750001e-08,True
3,6.0,2.6666666666666665,3.3333333333333335,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.00032152999678470006,True
6,5.17,2.8333333333333335,2.3333333333333335,0.8333333333333333,1.3333333333333333,3.288201160541586,2.7079303675048356,0.9922461942442047,True
9,5.22,3.0,2.2222222222222223,1.3333333333333335,0.8888888888888891,5.172413793103448,3.831417624521073,21428.20545591128,True
5,4.4,2.0,2.4,1.0,0.8,2.2727272727272725,2.727272727272727,0.00231471697685283,True
3,3.33,1.6666666666666665,1.6666666666666665,0.6666666666666666,0.3333333333333333,1.5015015015015014,1.5015015015015014,1.0183333231500001e-06,True
8,4.62,1.875,2.75,0.5,0.625,3.2467532467532467,4.761904761904762,42.850041201499586,True
4,4.75,1.75,3.0,0.75,1.0,1.4736842105263157,2.526315789473684,0.00047292874527071256,True
7,4.86,2.8571428571428568,1.9999999999999996,1.1428571428571428,0.9999999999999998,4.11522633744856,2.8806584362139915,6.790398972810296,True
3,2.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,2.0,1.0,4.99999995e-09,True
8,4.88,2.25,2.625,0.75,0.875,3.6885245901639347,4.30327868852459,254.46834310031656,True
6,5.33,2.1666666666666665,3.1666666666666665,0.9999999999999999,1.5,2.4390243902439024,3.5647279549718576,2.668029239153041,True
7,5.86,2.2857142857142856,3.5714285714285707,1.1428571428571428,1.0,2.73037542662116,4.266211604095563,616.2508674453485,True
5,4.6,2.1999999999999997,2.4000000000000004,0.6000000000000001,1.0,2.3913043478260874,2.608695652173913,0.00037562999624370005,True
8,4.88,2.375,2.5,0.875,0.625,3.8934426229508197,4.098360655737705,257.37888298183617,True
4,4.5,2.0,2.5,1.0,1.25,1.7777777777777777,2.2222222222222223,0.00021782874782171253,True
9,4.11,1.7777777777777777,2.3333333333333335,1.0,0.7777777777777779,3.8929440389294396,5.10948905109489,45.148648889069065,True
4,4.5,2.75,1.75,0.75,0.75,2.444444444444444,1.5555555555555554,0.00012316749876832502,True
4,5.25,2.25,3.0,1.0,1.75,1.7142857142857142,2.2857142857142856,0.0009303749906962501,True
7,4.57,2.1428571428571423,2.4285714285714284,0.7142857142857142,1.0,3.2822757111597376,3.7199124726477018,2.263789465933534,True
3,4.67,1.3333333333333333,3.333333333333333,0.6666666666666666,1.0,0.8565310492505354,2.1413276231263385,1.700499982995e-05,True
6,4.33,2.5,1.8333333333333333,0.5,0.6666666666666666,3.464203233256351,2.540415704387991,0.03096725802366075,True
6,4.17,2.3333333333333335,1.8333333333333333,0.9999999999999999,0.8333333333333333,3.357314148681055,2.6378896882494005,0.018852289811477102,True
5,5.2,1.8,3.4,1.2000000000000002,1.0,1.7307692307692306,3.269230769230769,0.05657339343426607,True
4,3.75,1.5,2.25,1.0,0.75,1.6,2.4,1.6436249835637502e-05,True
4,3.75,2.25,1.5,0.25,0.5,2.4000000000000004,1.6,2.27237497727625e-05,True
5,4.8,2.8,2.0000000000000004,0.8,1.4,2.9166666666666665,2.0833333333333335,0.005331171946688281,True
5,5.6,3.4,2.2,1.2,1.2000000000000002,3.0357142857142856,1.9642857142857144,0.1439766395602336,True
5,2.8,1.4,1.4000000000000001,0.4,0.0,2.5,2.5,1.575199984248e-05,True
5,3.4,1.6,1.7999999999999998,1.0,0.8,2.3529411764705883,2.647058823529412,0.00011169099888309001,True
6,5.17,2.5,2.6666666666666665,1.0,1.1666666666666665,2.9013539651837528,3.094777562862669,1.1870406014629273,True
4,5.75,2.25,3.5,0.75,0.5,1.5652173913043477,2.4347826086956523,0.009111528658884713,True
3,5.0,3.0,1.9999999999999998,1.6666666666666665,1.3333333333333333,1.8,1.2,4.33833328995e-06,True
3,7.0,2.333333333333333,4.666666666666667,1.6666666666666665,2.0,0.9999999999999999,2.0,0.00293863497061365,True
4,4.75,2.5,2.25,0.75,0.5,2.1052631578947367,1.894736842105263,0.0005308812446911875,True
9,5.44,2.5555555555555554,2.8888888888888893,1.0,0.8888888888888888,4.227941176470588,4.779411764705881,280971.4865778807,True
5,5.0,1.7999999999999998,3.2,1.2000000000000002,1.0,1.7999999999999998,3.2,0.014035838859641612,True
3,4.33,1.0,3.3333333333333335,0.3333333333333333,0.3333333333333333,0.6928406466512702,2.309468822170901,1.350499986495e-05,True
4,4.5,2.0,2.5,1.25,0.75,1.7777777777777777,2.2222222222222223,0.00024389124756108753,True
4,4.5,2.25,2.25,0.5,1.25,2.0,2.0,0.00018599749814002503,True
4,5.25,2.25,3.0,1.5,1.5,1.7142857142857142,2.2857142857142856,0.0008457562415424376,True
3,4.67,2.6666666666666665,2.0,1.0,0.6666666666666666,1.7130620985010707,1.284796573875803,1.4099999859000001e-06,True
3,5.0,2.333333333333333,2.6666666666666665,1.0,1.3333333333333333,1.4,1.6,3.1956666347100006e-05,True
3,4.0,1.6666666666666665,2.333333333333333,1.3333333333333333,0.6666666666666666,1.25,1.75,1.5649999843500001e-06,True
3,3.67,2.333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.907356948228883,1.0899182561307903,3.833333295e-08,True
7,4.71,2.571428571428571,2.142857142857143,1.1428571428571426,0.857142857142857,3.821656050955414,3.1847133757961785,3.517337453398054,True
3,4.33,2.6666666666666665,1.6666666666666665,0.6666666666666666,1.3333333333333333,1.8475750577367205,1.1547344110854503,9.4966665717e-06,True
3,4.0,2.333333333333333,1.6666666666666665,0.3333333333333333,0.3333333333333333,1.75,1.25,1.0533333228e-06,True
5,5.6,3.2,2.4000000000000004,1.2,1.4000000000000001,2.857142857142857,2.142857142857143,0.10345585496544145,True
8,4.75,2.125,2.625,0.75,0.875,3.578947368421052,4.421052631578947,166.93775671312244,True
4,4.5,1.75,2.75,0.75,0.75,1.5555555555555554,2.4444444444444446,0.00015655624843443752,True
8,4.75,2.25,2.5,1.125,1.25,3.7894736842105257,4.2105263157894735,161.92791595884583,True
6,5.0,3.0,2.0,0.9999999999999999,1.3333333333333335,3.6,2.4000000000000004,0.480299969363667,True
5,4.2,1.7999999999999998,2.4000000000000004,0.8,1.0,2.142857142857143,2.857142857142857,0.0020199559798004404,True
6,4.33,2.333333333333333,2.0,0.8333333333333333,0.9999999999999999,3.2332563510392607,2.771362586605081,0.030402066362646002,True
5,4.8,2.4000000000000004,2.4000000000000004,1.0,1.0,2.5,2.5000000000000004,0.0049627839503721604,True
4,4.5,3.0,1.5,0.5,1.0,2.666666666666667,1.3333333333333333,4.1347499586525004e-05,True
3,3.33,2.333333333333333,1.0,0.3333333333333333,0.6666666666666666,2.1021021021021022,0.9009009009009009,3.2333333010000005e-07,True
4,4.5,1.75,2.75,1.0,1.25,1.5555555555555554,2.4444444444444446,0.00021615624783843753,True
4,5.0,2.5,2.5,1.25,1.25,2.0,2.0,0.000867762491322375,True
5,5.2,2.6,2.6,1.2,1.2,2.5,2.5,0.044529688554703115,True
6,5.0,1.6666666666666665,3.3333333333333335,0.8333333333333333,0.8333333333333333,2.0,4.0,0.8799268362007316,True
11,4.64,2.2727272727272725,2.3636363636363633,1.0,0.6363636363636364,5.387931034482759,5.6034482758620685,527513.888691256,True
3,3.0,0.6666666666666666,2.3333333333333335,0.3333333333333333,0.3333333333333333,0.6666666666666666,2.3333333333333335,7.949999920500001e-07,True
6,4.83,2.1666666666666665,2.6666666666666665,1.1666666666666665,0.5,2.6915113871635614,3.3126293995859215,0.03795553045377803,True
5,4.4,2.4,1.9999999999999998,1.0,1.2,2.727272727272727,2.2727272727272725,0.0022520759774792404,True
3,3.33,2.666666666666667,0.6666666666666666,0.0,0.3333333333333333,2.4024024024024024,0.6006006006006006,1.2799999872e-06,True
5,3.2,1.4,1.7999999999999998,0.8,0.6000000000000001,2.1875,2.8125,4.828099951719001e-05,True
6,4.83,1.8333333333333333,3.0,1.3333333333333333,0.9999999999999999,2.2774327122153206,3.726708074534161,0.3336572391634276,True
5,5.0,2.8000000000000003,2.2,0.8,1.4,2.8000000000000003,2.2,0.01749563182504368,True
3,4.0,1.6666666666666665,2.333333333333333,1.0,0.6666666666666666,1.25,1.75,1.4116666525500002e-06,True
4,2.25,1.25,1.0,0.5,0.5,2.2222222222222223,1.7777777777777777,1.0374999896250001e-07,True
3,4.67,3.333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,2.1413276231263385,0.8565310492505354,5.99999994e-06,True
4,5.5,3.25,2.25,1.25,1.25,2.3636363636363633,1.6363636363636365,0.0022764824772351752,True
6,4.5,2.0,2.4999999999999996,0.8333333333333333,1.0,2.666666666666667,3.333333333333334,0.10991683306749833,True
4,2.25,1.0,1.25,0.5,0.25,1.7777777777777777,2.2222222222222223,1.4624999853750003e-07,True
3,5.67,2.6666666666666665,3.0,0.6666666666666666,0.6666666666666666,1.4109347442680775,1.5873015873015872,0.00020740666459260001,True
8,5.25,3.125,2.125,1.125,1.125,4.761904761904761,3.238095238095238,39.370288756297114,True
5,5.0,3.0,2.0000000000000004,0.6000000000000001,1.0,3.0,2.0000000000000004,0.013354503866454962,True
6,4.33,2.333333333333333,2.0,0.8333333333333333,0.8333333333333333,3.2332563510392607,2.771362586605081,0.038551629614483704,True
3,5.0,1.6666666666666665,3.333333333333333,1.0,0.6666666666666666,1.0,2.0,4.019833293135001e-05,True
3,4.67,3.0,1.6666666666666665,0.6666666666666666,1.0,1.9271948608137046,1.0706638115631693,2.0523333128100002e-05,True
4,4.0,1.75,2.25,1.25,0.75,1.75,2.25,2.6823749731762503e-05,True
7,3.43,1.5714285714285712,1.857142857142857,0.857142857142857,0.7142857142857142,3.206997084548105,3.790087463556851,0.010881163462616937,True
3,3.33,2.3333333333333335,1.0,0.6666666666666666,0.3333333333333333,2.1021021021021022,0.9009009009009009,2.3333333100000003e-07,True
4,3.5,1.75,1.75,0.75,1.25,1.9999999999999998,1.9999999999999996,1.3811249861887501e-05,True
3,5.33,3.666666666666667,1.6666666666666665,1.0,1.3333333333333333,2.0637898686679175,0.9380863039399624,7.681333256520001e-05,True
6,4.83,2.0,2.833333333333333,1.3333333333333333,1.3333333333333335,2.4844720496894412,3.519668737060041,0.13050792786158738,True
7,3.86,1.714285714285714,2.142857142857143,0.857142857142857,0.7142857142857142,3.108808290155441,3.886010362694301,0.05185891162426803,True
6,5.67,3.5,2.1666666666666665,1.0,1.5,3.7037037037037037,2.2927689594356258,7.924301200756988,True
4,3.75,1.5,2.25,0.5,0.75,1.5999999999999999,2.4,2.3356249766437504e-05,True
4,6.5,3.0,3.5,1.0,1.5,1.8461538461538463,2.153846153846154,0.076090700489093,True
3,5.0,3.0,2.0,1.3333333333333333,1.0,1.7999999999999998,1.2000000000000002,4.4416666222500005e-06,True
4,5.5,3.25,2.25,1.25,1.5,2.3636363636363633,1.6363636363636362,0.00011116499888835001,True
4,3.75,2.5,1.25,0.25,0.5,2.6666666666666665,1.3333333333333333,3.6002499639975e-05,True
5,4.6,1.8000000000000003,2.8,1.0,0.6000000000000001,1.9565217391304348,3.0434782608695654,0.00414148595858514,True
